row,label,x,y
499,behavior|prevents,0,0
500,behavior|project,0,0
501,behavior|proposes,0,0
502,behavior|protects,0,0
503,behavior|provides,0,0
504,behavior|pull,0,0
505,behavior|purpose,0,0
506,behavior|pyproject,0,0
507,behavior|quality,0,0
508,behavior|readme,0,0
509,behavior|records,0,0
510,behavior|reduces,0,0
511,behavior|refactoring,0,0
512,behavior|reliability,0,0
513,behavior|repository,0,0
514,behavior|reproducibility,0,0
515,behavior|request,0,0
516,behavior|reuse,0,0
517,behavior|review,0,0
518,behavior|risk,0,0
519,behavior|runs,0,0
520,behavior|secrets,0,0
521,behavior|separates,0,0
522,behavior|snapshot,0,0
523,behavior|source,0,0
524,behavior|src,0,0
525,behavior|standards,0,0
526,behavior|states,0,0
527,behavior|structure,0,0
528,behavior|supports,0,0
529,behavior|system,0,0
530,behavior|tasks,0,0
531,behavior|terms,0,0
532,behavior|test,0,0
533,behavior|tests,0,0
534,behavior|toml,0,0
535,behavior|tools,0,0
536,behavior|tracked,0,0
537,behavior|tracks,0,0
538,behavior|usability,0,0
539,behavior|verifies,0,0
540,behavior|version,0,0
541,behavior|virtual,0,0
542,behavior|with,0,0
543,behavior|work,0,0
544,behavior|workflow,0,0
545,branch|a,0,0
546,branch|and,0,0
547,branch|authors,0,0
548,branch|automates,0,0
549,branch|behavior,0,0
550,branch|branch,0,0
551,branch|changes,0,0
552,branch|checks,0,0
553,branch|code,0,0
554,branch|collaboration,0,0
555,branch|collection,0,0
556,branch|commit,0,0
557,branch|committing,0,0
558,branch|configures,0,0
559,branch|conflicts,0,0
560,branch|consistency,0,0
561,branch|contains,0,0
562,branch|continuous,0,0
563,branch|control,0,0
564,branch|controls,0,0
565,branch|data,0,0
566,branch|defines,0,0
567,branch|dependencies,0,0
568,branch|describes,0,0
569,branch|detects,0,0
570,branch|docs,0,0
571,branch|documentation,0,0
572,branch|documents,0,0
573,branch|enables,0,0
574,branch|endings,0,0
575,branch|enforces,0,0
576,branch|ensures,0,0
577,branch|environment,0,0
578,branch|errors,0,0
579,branch|events,0,0
580,branch|experimentation,0,0
581,branch|explains,0,0
582,branch|file,0,0
583,branch|files,0,0
584,branch|folder,0,0
585,branch|from,0,0
586,branch|git,0,0
587,branch|gitattributes,0,0
588,branch|gitignore,0,0
589,branch|history,0,0
590,branch|ignored,0,0
591,branch|improves,0,0
592,branch|includes,0,0
593,branch|instructions,0,0
594,branch|integration,0,0
595,branch|intent,0,0
596,branch|is,0,0
597,branch|isolates,-0.0400,-0.0400
598,branch|license,0,0
599,branch|line,0,0
600,branch|lists,0,0
601,branch|message,0,0
602,branch|mkdocs,0,0
603,branch|noise,0,0
604,branch|of,0,0
605,branch|on,0,0
606,branch|permissions,0,0
607,branch|portability,0,0
608,branch|prevents,0,0
609,branch|project,0,0
610,branch|proposes,0,0
611,branch|protects,0,0
612,branch|provides,0,0
613,branch|pull,0,0
614,branch|purpose,0,0
615,branch|pyproject,0,0
616,branch|quality,0,0
617,branch|readme,0,0
618,branch|records,0,0
619,branch|reduces,-0.0400,-0.0400
620,branch|refactoring,0,0
621,branch|reliability,0,0
622,branch|repository,0,0
623,branch|reproducibility,0,0
624,branch|request,0,0
625,branch|reuse,0,0
626,branch|review,0,0
627,branch|risk,0,0
628,branch|runs,0,0
629,branch|secrets,0,0
630,branch|separates,0,0
631,branch|snapshot,0,0
632,branch|source,0,0
633,branch|src,0,0
634,branch|standards,0,0
635,branch|states,0,0
636,branch|structure,0,0
637,branch|supports,-0.0400,-0.0400
638,branch|system,0,0
639,branch|tasks,0,0
640,branch|terms,0,0
641,branch|test,0,0
642,branch|tests,0,0
643,branch|toml,0,0
644,branch|tools,0,0
645,branch|tracked,0,0
646,branch|tracks,0,0
647,branch|usability,0,0
648,branch|verifies,0,0
649,branch|version,0,0
650,branch|virtual,0,0
651,branch|with,0,0
652,branch|work,0,0
653,branch|workflow,0,0
654,changes|a,-0.0744,-0.0744
655,changes|and,0,0
656,changes|authors,0,0
657,changes|automates,0,0
658,changes|behavior,0,0
659,changes|branch,0,0
660,changes|changes,0,0
661,changes|checks,0,0
662,changes|code,0,0
663,changes|collaboration,0,0
664,changes|collection,0,0
665,changes|commit,0,0
666,changes|committing,0,0
667,changes|configures,0,0
668,changes|conflicts,0,0
669,changes|consistency,0,0
670,changes|contains,0,0
671,changes|continuous,0,0
672,changes|control,0,0
673,changes|controls,0,0
674,changes|data,0,0
675,changes|defines,0,0
676,changes|dependencies,0,0
677,changes|describes,0,0
678,changes|detects,0,0
679,changes|docs,0,0
680,changes|documentation,0,0
681,changes|documents,0,0
682,changes|enables,0,0
683,changes|endings,0,0
684,changes|enforces,0,0
685,changes|ensures,0,0
686,changes|environment,0,0
687,changes|errors,0,0
688,changes|events,0,0
689,changes|experimentation,0,0
690,changes|explains,0,0
691,changes|file,0,0
692,changes|files,0,0
693,changes|folder,0,0
694,changes|from,0,0
695,changes|git,0,0
696,changes|gitattributes,0,0
697,changes|gitignore,0,0
698,changes|history,0,0
699,changes|ignored,0,0
700,changes|improves,0,0
701,changes|includes,0,0
702,changes|instructions,0,0
703,changes|integration,0,0
704,changes|intent,0,0
705,changes|is,0,0
706,changes|isolates,0,0
707,changes|license,0,0
708,changes|line,0,0
709,changes|lists,0,0
710,changes|message,0,0
711,changes|mkdocs,0,0
712,changes|noise,0,0
713,changes|of,0,0
714,changes|on,0,0
715,changes|permissions,0,0
716,changes|portability,0,0
717,changes|prevents,0,0
718,changes|project,0,0
719,changes|proposes,0,0
720,changes|protects,0,0
721,changes|provides,0,0
722,changes|pull,0,0
723,changes|purpose,0,0
724,changes|pyproject,0,0
725,changes|quality,0,0
726,changes|readme,0,0
727,changes|records,0,0
728,changes|reduces,0,0
729,changes|refactoring,0,0
730,changes|reliability,0,0
731,changes|repository,0,0
732,changes|reproducibility,0,0
733,changes|request,0,0
734,changes|reuse,0,0
735,changes|review,0,0
736,changes|risk,0,0
737,changes|runs,0,0
738,changes|secrets,0,0
739,changes|separates,0,0
740,changes|snapshot,0,0
741,changes|source,0,0
742,changes|src,0,0
743,changes|standards,0,0
744,changes|states,0,0
745,changes|structure,0,0
746,changes|supports,0,0
747,changes|system,0,0
748,changes|tasks,0,0
749,changes|terms,0,0
750,changes|test,0,0
751,changes|tests,0,0
752,changes|toml,0,0
753,changes|tools,0,0
754,changes|tracked,0,0
755,changes|tracks,0,0
756,changes|usability,0,0
757,changes|verifies,0,0
758,changes|version,0,0
759,changes|virtual,0,0
760,changes|with,0,0
761,changes|work,0,0
762,changes|workflow,0,0
763,checks|a,0,0
764,checks|and,0,0
765,checks|authors,0,0
766,checks|automates,0,0
767,checks|behavior,0,0
768,checks|branch,0,0
769,checks|changes,0,0
770,checks|checks,0,0
771,checks|code,0,0
772,checks|collaboration,0,0
773,checks|collection,0,0
774,checks|commit,0,0
775,checks|committing,0,0
776,checks|configures,0,0
777,checks|conflicts,0,0
778,checks|consistency,0,0
779,checks|contains,0,0
780,checks|continuous,-0.0400,-0.0400
781,checks|control,0,0
782,checks|controls,0,0
783,checks|data,0,0
784,checks|defines,0,0
785,checks|dependencies,0,0
786,checks|describes,0,0
787,checks|detects,0,0
788,checks|docs,0,0
789,checks|documentation,0,0
790,checks|documents,0,0
791,checks|enables,0,0
792,checks|endings,0,0
793,checks|enforces,0,0
794,checks|ensures,0,0
795,checks|environment,0,0
796,checks|errors,0,0
797,checks|events,0,0
798,checks|experimentation,0,0
799,checks|explains,0,0
800,checks|file,0,0
801,checks|files,0,0
802,checks|folder,0,0
803,checks|from,0,0
804,checks|git,0,0
805,checks|gitattributes,0,0
806,checks|gitignore,0,0
807,checks|history,0,0
808,checks|ignored,0,0
809,checks|improves,0,0
810,checks|includes,0,0
811,checks|instructions,0,0
812,checks|integration,0,0
813,checks|intent,0,0
814,checks|is,0,0
815,checks|isolates,0,0
816,checks|license,0,0
817,checks|line,0,0
818,checks|lists,0,0
819,checks|message,0,0
820,checks|mkdocs,0,0
821,checks|noise,0,0
822,checks|of,0,0
823,checks|on,0,0
824,checks|permissions,0,0
825,checks|portability,0,0
826,checks|prevents,0,0
827,checks|project,0,0
828,checks|proposes,0,0
829,checks|protects,0,0
830,checks|provides,0,0
831,checks|pull,0,0
832,checks|purpose,0,0
833,checks|pyproject,0,0
834,checks|quality,0,0
835,checks|readme,0,0
836,checks|records,0,0
837,checks|reduces,0,0
838,checks|refactoring,0,0
839,checks|reliability,0,0
840,checks|repository,0,0
841,checks|reproducibility,0,0
842,checks|request,0,0
843,checks|reuse,0,0
844,checks|review,0,0
845,checks|risk,0,0
846,checks|runs,0,0
847,checks|secrets,0,0
848,checks|separates,0,0
849,checks|snapshot,0,0
850,checks|source,0,0
851,checks|src,0,0
852,checks|standards,0,0
853,checks|states,0,0
854,checks|structure,0,0
855,checks|supports,0,0
856,checks|system,0,0
857,checks|tasks,0,0
858,checks|terms,0,0
859,checks|test,0,0
860,checks|tests,0,0
861,checks|toml,0,0
862,checks|tools,0,0
863,checks|tracked,0,0
864,checks|tracks,0,0
865,checks|usability,0,0
866,checks|verifies,0,0
867,checks|version,0,0
868,checks|virtual,0,0
869,checks|with,0,0
870,checks|work,0,0
871,checks|workflow,0,0
872,code|a,-0.0744,-0.0744
873,code|and,-0.0400,-0.0400
874,code|authors,0,0
875,code|automates,0,0
876,code|behavior,0,0
877,code|branch,0,0
878,code|changes,0,0
879,code|checks,0,0
880,code|code,0,0
881,code|collaboration,0,0
882,code|collection,0,0
883,code|commit,0,0
884,code|committing,0,0
885,code|configures,0,0
886,code|conflicts,0,0
887,code|consistency,0,0
888,code|contains,0,0
889,code|continuous,0,0
890,code|control,0,0
891,code|controls,0,0
892,code|data,0,0
893,code|defines,0,0
894,code|dependencies,0,0
895,code|describes,0,0
896,code|detects,0,0
897,code|docs,0,0
898,code|documentation,0,0
899,code|documents,0,0
900,code|enables,0,0
901,code|endings,0,0
902,code|enforces,0,0
903,code|ensures,0,0
904,code|environment,0,0
905,code|errors,0,0
906,code|events,0,0
907,code|experimentation,0,0
908,code|explains,0,0
909,code|file,0,0
910,code|files,0,0
911,code|folder,0,0
912,code|from,-0.0400,-0.0400
913,code|git,0,0
914,code|gitattributes,0,0
915,code|gitignore,0,0
916,code|history,0,0
917,code|ignored,0,0
918,code|improves,0,0
919,code|includes,0,0
920,code|instructions,0,0
921,code|integration,0,0
922,code|intent,0,0
923,code|is,0,0
924,code|isolates,0,0
925,code|license,0,0
926,code|line,0,0
927,code|lists,0,0
928,code|message,0,0
929,code|mkdocs,0,0
930,code|noise,0,0
931,code|of,0,0
932,code|on,0,0
933,code|permissions,0,0
934,code|portability,0,0
935,code|prevents,0,0
936,code|project,0,0
937,code|proposes,0,0
938,code|protects,0,0
939,code|provides,0,0
940,code|pull,0,0
941,code|purpose,0,0
942,code|pyproject,0,0
943,code|quality,0,0
944,code|readme,0,0
945,code|records,0,0
946,code|reduces,0,0
947,code|refactoring,0,0
948,code|reliability,0,0
949,code|repository,0,0
950,code|reproducibility,0,0
951,code|request,0,0
952,code|reuse,0,0
953,code|review,0,0
954,code|risk,0,0
955,code|runs,0,0
956,code|secrets,0,0
957,code|separates,0,0
958,code|snapshot,0,0
959,code|source,0,0
960,code|src,0,0
961,code|standards,0,0
962,code|states,0,0
963,code|structure,0,0
964,code|supports,0,0
965,code|system,0,0
966,code|tasks,0,0
967,code|terms,0,0
968,code|test,0,0
969,code|tests,0,0
970,code|toml,0,0
971,code|tools,0,0
972,code|tracked,0,0
973,code|tracks,0,0
974,code|usability,0,0
975,code|verifies,0,0
976,code|version,0,0
977,code|virtual,0,0
978,code|with,0,0
979,code|work,0,0
980,code|workflow,0,0
981,collaboration|a,-0.0400,-0.0400
982,collaboration|and,0,0
983,collaboration|authors,0,0
984,collaboration|automates,0,0
985,collaboration|behavior,0,0
986,collaboration|branch,0,0
987,collaboration|changes,0,0
988,collaboration|checks,0,0
989,collaboration|code,0,0
990,collaboration|collaboration,0,0
991,collaboration|collection,0,0
992,collaboration|commit,0,0
993,collaboration|committing,0,0
994,collaboration|configures,0,0
995,collaboration|conflicts,0,0
996,collaboration|consistency,0,0
997,collaboration|contains,0,0
998,collaboration|continuous,0,0
999,collaboration|control,0,0
1000,collaboration|controls,0,0
1001,collaboration|data,0,0
1002,collaboration|defines,0,0
1003,collaboration|dependencies,0,0
1004,collaboration|describes,0,0
1005,collaboration|detects,0,0
1006,collaboration|docs,0,0
1007,collaboration|documentation,0,0
1008,collaboration|documents,0,0
1009,collaboration|enables,0,0
1010,collaboration|endings,0,0
1011,collaboration|enforces,0,0
1012,collaboration|ensures,0,0
1013,collaboration|environment,0,0
1014,collaboration|errors,0,0
1015,collaboration|events,0,0
1016,collaboration|experimentation,0,0
1017,collaboration|explains,0,0
1018,collaboration|file,0,0
1019,collaboration|files,0,0
1020,collaboration|folder,0,0
1021,collaboration|from,0,0
1022,collaboration|git,0,0
1023,collaboration|gitattributes,0,0
1024,collaboration|gitignore,0,0
1025,collaboration|history,0,0
1026,collaboration|ignored,0,0
1027,collaboration|improves,0,0
1028,collaboration|includes,0,0
1029,collaboration|instructions,0,0
1030,collaboration|integration,0,0
1031,collaboration|intent,0,0
1032,collaboration|is,0,0
1033,collaboration|isolates,0,0
1034,collaboration|license,0,0
1035,collaboration|line,0,0
1036,collaboration|lists,0,0
1037,collaboration|message,0,0
1038,collaboration|mkdocs,0,0
1039,collaboration|noise,0,0
1040,collaboration|of,0,0
1041,collaboration|on,0,0
1042,collaboration|permissions,0,0
1043,collaboration|portability,0,0
1044,collaboration|prevents,0,0
1045,collaboration|project,0,0
1046,collaboration|proposes,0,0
1047,collaboration|protects,0,0
1048,collaboration|provides,0,0
1049,collaboration|pull,0,0
1050,collaboration|purpose,0,0
1051,collaboration|pyproject,0,0
1052,collaboration|quality,0,0
1053,collaboration|readme,0,0
1054,collaboration|records,0,0
1055,collaboration|reduces,0,0
1056,collaboration|refactoring,0,0
1057,collaboration|reliability,0,0
1058,collaboration|repository,0,0
1059,collaboration|reproducibility,0,0
1060,collaboration|request,0,0
1061,collaboration|reuse,0,0
1062,collaboration|review,0,0
1063,collaboration|risk,0,0
1064,collaboration|runs,0,0
1065,collaboration|secrets,0,0
1066,collaboration|separates,0,0
1067,collaboration|snapshot,0,0
1068,collaboration|source,0,0
1069,collaboration|src,0,0
1070,collaboration|standards,0,0
1071,collaboration|states,0,0
1072,collaboration|structure,0,0
1073,collaboration|supports,0,0
1074,collaboration|system,0,0
1075,collaboration|tasks,0,0
1076,collaboration|terms,0,0
1077,collaboration|test,0,0
1078,collaboration|tests,0,0
1079,collaboration|toml,0,0
1080,collaboration|tools,0,0
1081,collaboration|tracked,0,0
1082,collaboration|tracks,0,0
1083,collaboration|usability,0,0
1084,collaboration|verifies,0,0
1085,collaboration|version,0,0
1086,collaboration|virtual,0,0
1087,collaboration|with,0,0
1088,collaboration|work,0,0
1089,collaboration|workflow,0,0
1090,collection|a,0,0
1091,collection|and,0,0
1092,collection|authors,0,0
1093,collection|automates,0,0
1094,collection|behavior,0,0
1095,collection|branch,0,0
1096,collection|changes,0,0
1097,collection|checks,0,0
1098,collection|code,0,0
1099,collection|collaboration,0,0
1100,collection|collection,0,0
1101,collection|commit,0,0
1102,collection|committing,0,0
1103,collection|configures,0,0
1104,collection|conflicts,0,0
1105,collection|consistency,0,0
1106,collection|contains,0,0
1107,collection|continuous,0,0
1108,collection|control,0,0
1109,collection|controls,0,0
1110,collection|data,0,0
1111,collection|defines,0,0
1112,collection|dependencies,0,0
1113,collection|describes,0,0
1114,collection|detects,0,0
1115,collection|docs,0,0
1116,collection|documentation,0,0
1117,collection|documents,0,0
